Row.names	logFC EE2	logCPM	LR	PValue	FDR EE2	Annotation_uniprot	Annotation_fish	logFC Mix	FDR Mix
P3503_130_TRINITY_DN38575_c0_g1_i1	4.23526421191244	-1.12948870788288	15.7233284695004	7.33143753801607e-05	0.0278397455207793	NA	NA	4.1054237955837	1.74446686224198e-06
P3503_102_TRINITY_DN18595_c1_g2_i1	4.53817517898542	-0.149831392318968	15.2064018266297	9.63761450950724e-05	0.0350686705273287	Fucolectin-5 [Q9I927, Anguilla japonica]	UPI00077CFF86 related cluster [unknown]	5.12084323670416	5.58992706659613e-05
P3503_114_TRINITY_DN27280_c0_g1_i1	-6.75918109114147	-1.42481931289643	15.1856050239053	9.74434142765078e-05	0.0352657214361214	Lens fiber membrane intrinsic protein [P54825, Rattus norvegicus]	PREDICTED  lens fiber membrane intrinsic protein-like isoform X1 [Austrofundulus limnaeus]	-6.85134447127941	0.0112585845898317
P3503_113_TRINITY_DN14817_c0_g1_i1	5.64791825371934	-1.3490782674693	15.0583360859984	0.000104238861324702	0.0374546294227241	NA	NA	6.01738776893748	1.0710434184709e-05
P3503_130_TRINITY_DN36934_c0_g1_i1	5.75531576626989	-2.20965601815878	14.9209072883873	0.000112113587522715	0.0397147527758469	Dynein beta chain  ciliary [P23098, Tripneustes gratilla]	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 2 [Larimichthys crocea]	5.22359225915353	0.0474430163796356
P3503_118_TRINITY_DN22376_c2_g14_i7	2.13569203553302	8.09469553370606	14.8989637692297	0.000113425272662047	0.0398974391547282	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 6 [Perca flavescens]	1.89585940860199	0.00103878500977649
P3503_114_TRINITY_DN21427_c0_g1_i1	-4.20070281611846	3.33943541163767	14.4771879582525	0.000141867219150979	0.0475343101624334	Glutathione-specific gamma-glutamylcyclotransferase 1 [Q5SPB6, Danio rerio]	PREDICTED  cation transport regulator-like protein 1 [Larimichthys crocea]	-4.2235434114521	0.0259404241378492
P3503_117_TRINITY_DN20595_c5_g3_i8	2.59098677596035	0.729374521083934	14.4777139429744	0.000141827609718884	0.0475343101624334	NA	NA	2.00665047875895	0.00138274863733211
P3503_130_TRINITY_DN22160_c1_g4_i6	2.73233263307437	0.350451712341831	14.4729105879052	0.000142189741621573	0.0475343101624334	MAGUK p55 subfamily member 7 [Q8BVD5, Mus musculus]	PREDICTED  MAGUK p55 subfamily member 7-like [Larimichthys crocea]	2.49596902636053	0.00589333445598069
P3503_131_TRINITY_DN21516_c3_g5_i14	3.54051741731584	5.80996385645852	14.4721293115398	0.000142248731146745	0.0475343101624334	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 11 [Perca flavescens]	5.52695686195214	1.13791154966646e-06
