transcript_id	Annotation_uniprot
P3503_125_TRINITY_DN33981_c0_g1_i1	
P3503_129_TRINITY_DN20970_c2_g1_i1	E7FDE0
P3503_114_TRINITY_DN16785_c0_g1_i1	
P3503_106_TRINITY_DN19602_c0_g1_i1	
P3503_101_TRINITY_DN14570_c0_g1_i1	
P3503_125_TRINITY_DN36345_c0_g1_i1	
P3503_101_TRINITY_DN20851_c2_g12_i1	
P3503_123_TRINITY_DN22558_c2_g4_i1	Q9QZ23
P3503_102_TRINITY_DN3242_c0_g1_i1	Q1LVF0
P3503_132_TRINITY_DN22911_c0_g1_i2	
P3503_109_TRINITY_DN26961_c0_g1_i1	
P3503_131_TRINITY_DN21640_c7_g9_i17	
P3503_115_TRINITY_DN38205_c0_g1_i1	
P3503_131_TRINITY_DN21640_c7_g9_i19	Q9Z1M4
P3503_123_TRINITY_DN16227_c0_g1_i1	Q8BUV3
P3503_106_TRINITY_DN19812_c0_g1_i1	Q6P5J6
P3503_129_TRINITY_DN9734_c1_g1_i1	
P3503_101_TRINITY_DN34334_c0_g1_i1	
P3503_106_TRINITY_DN22068_c0_g1_i1	Q9PTN2
P3503_120_TRINITY_DN3417_c0_g1_i1	
P3503_114_TRINITY_DN24817_c0_g1_i1	
P3503_119_TRINITY_DN19716_c0_g1_i2	Q924S4
P3503_119_TRINITY_DN19716_c0_g1_i1	Q924S4
P3503_108_TRINITY_DN18818_c0_g1_i6	Q63060
P3503_103_TRINITY_DN21375_c0_g2_i3	
P3503_119_TRINITY_DN27230_c0_g1_i1	
P3503_101_TRINITY_DN17525_c0_g3_i1	P54985
P3503_109_TRINITY_DN14688_c0_g1_i1	O95983
P3503_119_TRINITY_DN15115_c1_g1_i1	Q8C9X6
P3503_103_TRINITY_DN21375_c0_g2_i9	
P3503_103_TRINITY_DN21375_c0_g2_i8	Q9R182
P3503_119_TRINITY_DN38337_c0_g1_i1	
P3503_120_TRINITY_DN25358_c0_g1_i1	
P3503_101_TRINITY_DN20836_c3_g3_i1	Q9BXF3
P3503_108_TRINITY_DN10227_c0_g1_i1	Q9H2E6
P3503_125_TRINITY_DN22080_c1_g1_i2	Q3ZBF8
P3503_125_TRINITY_DN10604_c0_g1_i1	O60271
P3503_119_TRINITY_DN22948_c0_g1_i1	
P3503_115_TRINITY_DN2396_c0_g1_i1	
P3503_111_TRINITY_DN17251_c0_g1_i1	Q8R5M8
P3503_109_TRINITY_DN22196_c0_g1_i1	
P3503_106_TRINITY_DN31782_c0_g1_i1	A4QP72
P3503_114_TRINITY_DN21733_c12_g3_i1	
P3503_103_TRINITY_DN33557_c0_g1_i1	
P3503_108_TRINITY_DN3038_c0_g1_i1	
P3503_119_TRINITY_DN20737_c0_g1_i1	Q498M4
P3503_119_TRINITY_DN32083_c0_g1_i1	
P3503_102_TRINITY_DN7268_c0_g1_i1	
P3503_109_TRINITY_DN26009_c0_g1_i1	
P3503_103_TRINITY_DN30215_c0_g1_i1	
P3503_129_TRINITY_DN22212_c3_g2_i4	
P3503_103_TRINITY_DN21252_c7_g2_i1	P79755
P3503_130_TRINITY_DN31020_c0_g1_i1	
P3503_130_TRINITY_DN35517_c0_g1_i1	
P3503_132_TRINITY_DN313_c0_g1_i1	O35685
P3503_119_TRINITY_DN14391_c1_g1_i1	Q6GNK9
P3503_117_TRINITY_DN27035_c0_g1_i1	Q8CIS0
P3503_123_TRINITY_DN25645_c0_g1_i1	Q99L04
P3503_111_TRINITY_DN3451_c0_g1_i1	P97471
P3503_125_TRINITY_DN24600_c0_g1_i1	Q8QFP8
P3503_123_TRINITY_DN14149_c0_g1_i1	E9Q349
P3503_123_TRINITY_DN15337_c0_g2_i1	S4X0Q8
P3503_119_TRINITY_DN35871_c0_g1_i1	
P3503_120_TRINITY_DN9726_c0_g1_i1	P81018
P3503_115_TRINITY_DN19339_c0_g1_i2	Q568J8
P3503_121_TRINITY_DN21447_c7_g6_i3	Q7RTR2
P3503_109_TRINITY_DN19721_c0_g1_i1	Q7ZVE3
P3503_109_TRINITY_DN19721_c0_g1_i2	Q7ZVE3
P3503_129_TRINITY_DN30317_c0_g1_i1	
P3503_125_TRINITY_DN19078_c0_g1_i1	
P3503_120_TRINITY_DN19530_c0_g1_i1	P98093
P3503_109_TRINITY_DN15855_c2_g1_i1	
P3503_114_TRINITY_DN37087_c0_g1_i1	O57595
P3503_111_TRINITY_DN23646_c0_g1_i1	
P3503_131_TRINITY_DN3501_c1_g1_i1	
P3503_119_TRINITY_DN1602_c0_g1_i1	
P3503_114_TRINITY_DN28592_c0_g1_i1	
P3503_117_TRINITY_DN21536_c0_g1_i1	
P3503_130_TRINITY_DN7301_c0_g1_i1	
P3503_133_TRINITY_DN31013_c0_g1_i1	Q9UL36
P3503_130_TRINITY_DN22220_c0_g2_i3	O35657
P3503_121_TRINITY_DN11037_c0_g1_i1	
P3503_105_TRINITY_DN30079_c0_g1_i1	
P3503_123_TRINITY_DN36733_c0_g1_i1	
P3503_115_TRINITY_DN20880_c0_g3_i2	
P3503_115_TRINITY_DN20880_c0_g3_i1	
P3503_120_TRINITY_DN21387_c6_g5_i1	
P3503_108_TRINITY_DN285_c0_g1_i1	O95948
P3503_106_TRINITY_DN9457_c0_g1_i1	
P3503_111_TRINITY_DN22561_c0_g1_i2	Q14151
P3503_125_TRINITY_DN16133_c0_g1_i1	A9JRA0
P3503_115_TRINITY_DN25078_c0_g1_i1	
P3503_121_TRINITY_DN21323_c0_g1_i6	
P3503_121_TRINITY_DN20282_c0_g1_i2	Q6DJ66
P3503_118_TRINITY_DN21633_c3_g1_i1	P27044
P3503_115_TRINITY_DN23195_c0_g1_i1	
P3503_114_TRINITY_DN32238_c0_g1_i1	Q5F364
P3503_133_TRINITY_DN20249_c0_g1_i1	
P3503_102_TRINITY_DN28342_c0_g1_i1	
P3503_108_TRINITY_DN36027_c0_g1_i1	
P3503_131_TRINITY_DN17650_c0_g2_i2	Q7TP65
P3503_105_TRINITY_DN18363_c2_g4_i9	
P3503_125_TRINITY_DN22314_c0_g1_i8	Q62735
P3503_123_TRINITY_DN17638_c0_g1_i1	Q6ZNL6
P3503_125_TRINITY_DN15675_c0_g2_i1	
P3503_125_TRINITY_DN22314_c0_g1_i5	Q96RI1
P3503_119_TRINITY_DN1508_c0_g1_i1	Q6PBI4
P3503_132_TRINITY_DN21438_c0_g1_i1	O75152
P3503_114_TRINITY_DN21588_c4_g2_i9	
P3503_108_TRINITY_DN20124_c0_g1_i1	
P3503_105_TRINITY_DN26691_c0_g1_i1	
P3503_129_TRINITY_DN22949_c0_g1_i1	
P3503_102_TRINITY_DN889_c0_g1_i1	Q9HBM0
P3503_111_TRINITY_DN31213_c0_g1_i1	O95248
P3503_108_TRINITY_DN19818_c3_g3_i13	
P3503_121_TRINITY_DN4536_c0_g1_i1	
P3503_108_TRINITY_DN19818_c3_g3_i10	
P3503_131_TRINITY_DN18677_c0_g1_i3	Q0GKD5
P3503_125_TRINITY_DN15063_c2_g1_i1	
P3503_121_TRINITY_DN20666_c0_g1_i3	Q8CI04
P3503_123_TRINITY_DN22353_c5_g6_i1	
P3503_109_TRINITY_DN15932_c0_g1_i1	
P3503_129_TRINITY_DN16530_c0_g1_i1	
P3503_117_TRINITY_DN18680_c1_g2_i1	Q9H5V8
P3503_119_TRINITY_DN33111_c0_g1_i1	Q66H76
P3503_129_TRINITY_DN21033_c0_g1_i1	Q3SZZ2
P3503_132_TRINITY_DN26229_c0_g1_i1	Q7T339
P3503_129_TRINITY_DN21033_c0_g1_i3	Q3SZZ2
P3503_129_TRINITY_DN30163_c0_g1_i1	
P3503_101_TRINITY_DN34157_c0_g1_i1	O95758
P3503_101_TRINITY_DN28662_c0_g1_i1	Q96D71
P3503_108_TRINITY_DN6314_c0_g1_i1	
P3503_119_TRINITY_DN23329_c14_g3_i2	Q5DU56
P3503_106_TRINITY_DN21257_c0_g1_i2	Q95N78
P3503_133_TRINITY_DN11420_c1_g1_i1	
P3503_125_TRINITY_DN926_c0_g1_i1	Q9GL76
P3503_108_TRINITY_DN19472_c4_g1_i1	Q6PEI7
P3503_119_TRINITY_DN15956_c1_g1_i1	Q8BMB0
P3503_123_TRINITY_DN33584_c0_g1_i1	
P3503_106_TRINITY_DN21112_c0_g1_i1	Q8QGQ8
P3503_115_TRINITY_DN31435_c0_g1_i1	
P3503_123_TRINITY_DN24749_c0_g1_i1	
P3503_123_TRINITY_DN32361_c0_g1_i1	Q9H4Z3
P3503_132_TRINITY_DN23005_c3_g2_i4	Q5R764
P3503_109_TRINITY_DN34674_c0_g1_i1	
P3503_103_TRINITY_DN5555_c0_g1_i1	
P3503_108_TRINITY_DN18669_c1_g1_i1	
P3503_123_TRINITY_DN36737_c0_g1_i1	Q9H930
P3503_118_TRINITY_DN1437_c0_g1_i1	
P3503_114_TRINITY_DN12984_c0_g1_i1	Q9GZS1
P3503_121_TRINITY_DN27205_c0_g1_i1	
P3503_120_TRINITY_DN23506_c0_g1_i1	Q6P3L0
P3503_129_TRINITY_DN13129_c0_g1_i1	
P3503_119_TRINITY_DN12139_c0_g2_i1	Q5XIG6
P3503_106_TRINITY_DN20514_c3_g1_i2	
P3503_123_TRINITY_DN17936_c1_g1_i1	
P3503_111_TRINITY_DN35800_c0_g1_i1	
P3503_114_TRINITY_DN18359_c0_g1_i1	Q96N67
P3503_102_TRINITY_DN19744_c1_g2_i2	Q91060
P3503_132_TRINITY_DN11562_c0_g2_i1	
P3503_111_TRINITY_DN33898_c0_g1_i1	Q4JM44
P3503_103_TRINITY_DN25686_c0_g1_i1	Q9C0G0
P3503_113_TRINITY_DN14570_c1_g1_i1	
P3503_117_TRINITY_DN20555_c7_g2_i3	Q00973
P3503_120_TRINITY_DN15519_c1_g1_i1	
P3503_132_TRINITY_DN30212_c0_g1_i1	
P3503_118_TRINITY_DN28615_c0_g1_i1	
P3503_109_TRINITY_DN20547_c1_g3_i1	O15439
P3503_129_TRINITY_DN22076_c0_g2_i6	
P3503_109_TRINITY_DN21786_c0_g1_i1	
P3503_129_TRINITY_DN30668_c0_g1_i1	Q9D687
P3503_121_TRINITY_DN13431_c0_g1_i1	B0JZP3
P3503_129_TRINITY_DN30636_c0_g1_i1	
P3503_123_TRINITY_DN33515_c0_g1_i1	
P3503_111_TRINITY_DN20596_c1_g1_i1	
P3503_123_TRINITY_DN26772_c0_g1_i1	
P3503_103_TRINITY_DN19129_c0_g2_i1	A5D6R3
P3503_108_TRINITY_DN896_c0_g1_i1	Q8C3F2
P3503_114_TRINITY_DN26327_c0_g1_i1	
P3503_115_TRINITY_DN28106_c0_g1_i1	
P3503_118_TRINITY_DN40717_c0_g1_i1	Q5XFY4
P3503_114_TRINITY_DN16475_c0_g1_i1	
P3503_119_TRINITY_DN23048_c4_g2_i1	
P3503_130_TRINITY_DN22271_c1_g3_i3	P03934
P3503_121_TRINITY_DN16667_c0_g1_i1	Q6PC40
P3503_129_TRINITY_DN21846_c0_g3_i1	Q8VE97
P3503_119_TRINITY_DN15823_c0_g1_i2	Q28678
P3503_108_TRINITY_DN12095_c0_g1_i1	
P3503_131_TRINITY_DN19383_c0_g1_i2	
P3503_125_TRINITY_DN6607_c0_g1_i1	Q5RBH3
P3503_108_TRINITY_DN34090_c0_g1_i1	
P3503_103_TRINITY_DN19483_c3_g1_i1	
P3503_119_TRINITY_DN9508_c0_g1_i1	O93602
P3503_121_TRINITY_DN14259_c0_g1_i1	Q02084
P3503_111_TRINITY_DN17855_c0_g1_i1	Q6A4L1
P3503_133_TRINITY_DN27338_c0_g1_i1	
P3503_103_TRINITY_DN19458_c0_g2_i1	Q5ZMH1
P3503_119_TRINITY_DN17488_c1_g1_i1	Q8WV92
P3503_129_TRINITY_DN34526_c0_g1_i1	
P3503_115_TRINITY_DN20899_c1_g7_i1	O97554
P3503_115_TRINITY_DN20899_c1_g7_i2	O97554
P3503_109_TRINITY_DN32113_c0_g1_i1	
P3503_106_TRINITY_DN35524_c0_g1_i1	Q96JM2
P3503_114_TRINITY_DN21101_c0_g1_i1	
P3503_118_TRINITY_DN7826_c0_g1_i1	
P3503_133_TRINITY_DN6702_c0_g1_i1	
P3503_121_TRINITY_DN4709_c0_g1_i1	
P3503_123_TRINITY_DN22606_c5_g2_i1	Q8K3X3
P3503_101_TRINITY_DN10007_c0_g2_i1	Q6X4M3
P3503_109_TRINITY_DN19614_c0_g2_i1	
P3503_118_TRINITY_DN37967_c0_g1_i1	
P3503_117_TRINITY_DN3481_c0_g2_i1	Q08CN9
P3503_106_TRINITY_DN22119_c0_g1_i1	
P3503_113_TRINITY_DN19194_c1_g1_i1	
P3503_115_TRINITY_DN19384_c0_g1_i1	Q9ESC8
P3503_111_TRINITY_DN23295_c2_g2_i3	
P3503_111_TRINITY_DN23295_c2_g2_i2	
P3503_109_TRINITY_DN20237_c6_g4_i1	
P3503_103_TRINITY_DN15376_c0_g2_i1	Q5F3T9
P3503_133_TRINITY_DN23153_c5_g3_i1	
P3503_121_TRINITY_DN18883_c0_g3_i1	
P3503_133_TRINITY_DN20103_c1_g1_i1	Q6PGC1
P3503_114_TRINITY_DN16297_c0_g1_i1	
P3503_108_TRINITY_DN34678_c0_g1_i1	
P3503_114_TRINITY_DN21635_c7_g1_i1	P62840
P3503_123_TRINITY_DN22541_c0_g1_i7	
P3503_123_TRINITY_DN22541_c0_g1_i5	P06909
P3503_123_TRINITY_DN22541_c0_g1_i2	P06909
P3503_117_TRINITY_DN24507_c0_g1_i1	B2RU80
P3503_114_TRINITY_DN34566_c0_g1_i1	
P3503_119_TRINITY_DN36407_c0_g1_i1	
P3503_119_TRINITY_DN22064_c0_g1_i1	Q9ULS5
P3503_123_TRINITY_DN22560_c4_g4_i13	Q90WJ7
P3503_123_TRINITY_DN16628_c0_g1_i1	Q8CBY8
P3503_123_TRINITY_DN22560_c4_g4_i16	
P3503_111_TRINITY_DN33967_c0_g1_i1	O94875
P3503_111_TRINITY_DN15482_c0_g1_i1	
P3503_108_TRINITY_DN32938_c0_g1_i1	Q9QWH1
P3503_109_TRINITY_DN16883_c0_g1_i1	Q8BKX6
P3503_129_TRINITY_DN892_c0_g1_i1	
P3503_121_TRINITY_DN2117_c0_g1_i1	Q8N9F7
P3503_106_TRINITY_DN35233_c0_g1_i1	
P3503_102_TRINITY_DN22008_c0_g1_i1	
P3503_102_TRINITY_DN9370_c0_g2_i1	Q9HAU0
P3503_123_TRINITY_DN3204_c0_g1_i1	
P3503_121_TRINITY_DN1771_c0_g1_i1	
P3503_111_TRINITY_DN22411_c0_g3_i2	Q9TUM6
P3503_111_TRINITY_DN22411_c0_g3_i1	Q9TUM6
P3503_133_TRINITY_DN31961_c0_g1_i1	
P3503_120_TRINITY_DN35285_c0_g1_i1	
P3503_120_TRINITY_DN14414_c2_g1_i1	
P3503_117_TRINITY_DN32537_c0_g1_i1	Q5T9L3
P3503_114_TRINITY_DN13954_c0_g1_i1	Q8K4Q6
P3503_120_TRINITY_DN36906_c0_g1_i1	
P3503_131_TRINITY_DN32671_c0_g1_i1	
P3503_106_TRINITY_DN20886_c0_g2_i2	Q62904
P3503_114_TRINITY_DN19709_c0_g1_i1	P18757
P3503_117_TRINITY_DN14196_c0_g2_i1	Q6E2N3
P3503_131_TRINITY_DN26503_c0_g1_i1	
P3503_129_TRINITY_DN20103_c0_g1_i1	Q13686
P3503_106_TRINITY_DN19162_c0_g1_i1	
P3503_114_TRINITY_DN24424_c0_g1_i1	
P3503_101_TRINITY_DN28147_c0_g1_i1	O54747
P3503_103_TRINITY_DN21108_c2_g2_i1	
P3503_119_TRINITY_DN22090_c2_g1_i1	
P3503_119_TRINITY_DN27081_c0_g1_i1	
P3503_118_TRINITY_DN22197_c1_g1_i1	
P3503_114_TRINITY_DN16836_c0_g1_i1	
P3503_113_TRINITY_DN21085_c4_g3_i2	
P3503_123_TRINITY_DN22314_c5_g1_i1	
P3503_123_TRINITY_DN21473_c0_g1_i1	Q9W679
P3503_131_TRINITY_DN39335_c0_g1_i1	
P3503_133_TRINITY_DN5341_c0_g1_i1	
P3503_109_TRINITY_DN29931_c0_g1_i1	
P3503_113_TRINITY_DN20765_c0_g1_i3	
P3503_111_TRINITY_DN32707_c0_g1_i1	
P3503_108_TRINITY_DN19578_c1_g2_i1	P07900
P3503_131_TRINITY_DN21439_c4_g1_i1	
P3503_114_TRINITY_DN17645_c0_g1_i1	
P3503_106_TRINITY_DN120_c0_g1_i1	
P3503_103_TRINITY_DN391_c0_g1_i1	Q3SZ76
P3503_121_TRINITY_DN20707_c2_g1_i1	
P3503_103_TRINITY_DN8621_c0_g1_i1	Q68EV1
P3503_131_TRINITY_DN14819_c1_g1_i1	
P3503_131_TRINITY_DN20963_c0_g1_i2	P31579
P3503_119_TRINITY_DN36425_c0_g1_i1	O94806
P3503_108_TRINITY_DN3525_c0_g1_i2	
P3503_101_TRINITY_DN18698_c1_g1_i1	Q80TQ5
P3503_102_TRINITY_DN26674_c0_g1_i1	Q3U288
P3503_121_TRINITY_DN14441_c0_g2_i1	Q9Y2H0
P3503_108_TRINITY_DN20004_c0_g1_i1	
P3503_123_TRINITY_DN15076_c0_g1_i1	
P3503_120_TRINITY_DN38218_c0_g1_i1	P58215
P3503_103_TRINITY_DN21010_c0_g1_i1	E9Q5R7
P3503_119_TRINITY_DN14436_c0_g1_i1	Q4U4S6
P3503_106_TRINITY_DN39894_c0_g1_i1	
P3503_113_TRINITY_DN5547_c0_g2_i1	
P3503_114_TRINITY_DN27754_c0_g1_i1	
P3503_114_TRINITY_DN14897_c0_g1_i1	
P3503_120_TRINITY_DN38440_c0_g1_i1	
P3503_131_TRINITY_DN38398_c0_g1_i1	
P3503_132_TRINITY_DN29729_c0_g1_i1	Q9Z0W3
P3503_119_TRINITY_DN15264_c0_g1_i1	Q93099
P3503_108_TRINITY_DN31957_c0_g1_i1	
P3503_109_TRINITY_DN24917_c0_g1_i1	
P3503_130_TRINITY_DN38381_c0_g1_i1	Q9BVI0
P3503_129_TRINITY_DN33600_c0_g1_i1	
P3503_105_TRINITY_DN30138_c0_g1_i1	
P3503_108_TRINITY_DN27546_c0_g1_i1	Q5U3W0
P3503_133_TRINITY_DN35633_c0_g1_i1	
P3503_101_TRINITY_DN19089_c2_g1_i1	
P3503_131_TRINITY_DN25901_c0_g1_i1	
P3503_133_TRINITY_DN22544_c1_g1_i1	O14975
P3503_133_TRINITY_DN22184_c0_g3_i3	P57784
P3503_108_TRINITY_DN16526_c0_g1_i1	
P3503_115_TRINITY_DN24626_c0_g1_i1	D3ZTX0
P3503_129_TRINITY_DN7254_c0_g1_i1	Q8BGQ2
P3503_108_TRINITY_DN16885_c0_g2_i1	
P3503_114_TRINITY_DN21614_c1_g1_i1	Q9JJ89
P3503_108_TRINITY_DN1911_c0_g1_i1	
P3503_121_TRINITY_DN20995_c2_g1_i1	Q7ZYS1
P3503_114_TRINITY_DN3313_c0_g1_i1	
P3503_101_TRINITY_DN21264_c0_g1_i1	
P3503_119_TRINITY_DN19132_c1_g1_i1	
P3503_102_TRINITY_DN23407_c0_g1_i1	
P3503_108_TRINITY_DN6318_c0_g1_i1	P29415
P3503_119_TRINITY_DN21720_c0_g1_i4	P98093
P3503_108_TRINITY_DN19576_c10_g4_i1	
P3503_120_TRINITY_DN35088_c0_g1_i1	Q9QXN0
P3503_119_TRINITY_DN5545_c0_g1_i1	Q641Z2
P3503_120_TRINITY_DN21514_c5_g14_i2	
P3503_120_TRINITY_DN21514_c5_g14_i3	
P3503_106_TRINITY_DN28606_c0_g1_i1	Q6AZB0
P3503_114_TRINITY_DN21469_c12_g1_i1	
P3503_132_TRINITY_DN34411_c0_g1_i1	
P3503_119_TRINITY_DN21720_c0_g1_i2	P98093
P3503_130_TRINITY_DN22277_c5_g14_i2	A2I7N1
P3503_131_TRINITY_DN19325_c0_g2_i2	Q3KTM2
P3503_133_TRINITY_DN29113_c0_g1_i1	
P3503_108_TRINITY_DN8987_c0_g1_i1	Q91W92
P3503_130_TRINITY_DN10477_c0_g1_i1	Q99P31
P3503_114_TRINITY_DN24937_c0_g1_i1	
P3503_125_TRINITY_DN22531_c1_g12_i1	
P3503_120_TRINITY_DN21327_c10_g1_i3	P14105
P3503_120_TRINITY_DN23290_c0_g1_i1	
P3503_129_TRINITY_DN3582_c0_g1_i1	
P3503_130_TRINITY_DN1658_c0_g1_i1	
P3503_108_TRINITY_DN37126_c0_g1_i1	
P3503_106_TRINITY_DN20240_c0_g1_i1	Q9CPR8
P3503_106_TRINITY_DN19548_c0_g1_i3	Q5RBW9
P3503_101_TRINITY_DN22590_c0_g1_i1	
P3503_123_TRINITY_DN30301_c0_g1_i1	
P3503_118_TRINITY_DN37335_c0_g1_i1	
P3503_118_TRINITY_DN18923_c0_g2_i1	
P3503_131_TRINITY_DN22198_c0_g1_i1	
P3503_119_TRINITY_DN18185_c1_g1_i1	Q6PJG2
P3503_105_TRINITY_DN13652_c0_g1_i1	Q5R637
P3503_125_TRINITY_DN23401_c0_g1_i1	Q5E9K7
P3503_129_TRINITY_DN20307_c1_g1_i1	
P3503_132_TRINITY_DN21247_c0_g1_i1	
P3503_125_TRINITY_DN1714_c0_g1_i1	
P3503_120_TRINITY_DN21282_c3_g5_i1	
P3503_133_TRINITY_DN23304_c2_g1_i2	
P3503_119_TRINITY_DN18703_c0_g1_i1	
P3503_106_TRINITY_DN13802_c0_g2_i1	Q791B0
P3503_130_TRINITY_DN18719_c0_g2_i1	Q13555
P3503_109_TRINITY_DN23874_c0_g1_i1	
P3503_115_TRINITY_DN22188_c0_g1_i1	Q15428
P3503_129_TRINITY_DN23060_c0_g1_i1	Q6ZRS2
P3503_121_TRINITY_DN19236_c0_g1_i1	Q5RB31
P3503_114_TRINITY_DN21317_c2_g4_i1	
P3503_129_TRINITY_DN18655_c0_g3_i1	Q9D0B5
P3503_118_TRINITY_DN20213_c0_g1_i3	Q9P270
P3503_123_TRINITY_DN6103_c0_g1_i1	
P3503_118_TRINITY_DN18877_c0_g1_i1	Q9D3E6
P3503_118_TRINITY_DN18877_c0_g1_i2	Q8WVM7
P3503_121_TRINITY_DN33719_c0_g1_i1	
P3503_108_TRINITY_DN23718_c0_g1_i1	Q9BXW9
P3503_115_TRINITY_DN18143_c0_g1_i1	
P3503_105_TRINITY_DN18222_c1_g4_i1	Q4KLG2
P3503_121_TRINITY_DN23270_c0_g1_i1	
P3503_130_TRINITY_DN15272_c0_g1_i1	
P3503_118_TRINITY_DN27322_c0_g1_i1	
P3503_105_TRINITY_DN31685_c0_g1_i1	P00789
P3503_131_TRINITY_DN13593_c0_g1_i1	Q3U7R1
P3503_108_TRINITY_DN16811_c1_g1_i1	
P3503_130_TRINITY_DN36580_c0_g1_i1	Q8VCR7
P3503_106_TRINITY_DN5901_c0_g1_i1	Q5HYC2
P3503_125_TRINITY_DN5195_c0_g1_i1	Q8CES0
P3503_121_TRINITY_DN21183_c7_g2_i3	
P3503_132_TRINITY_DN23152_c0_g1_i1	Q96Q05
P3503_132_TRINITY_DN4679_c0_g1_i1	
P3503_132_TRINITY_DN10529_c0_g1_i1	Q9W704
P3503_108_TRINITY_DN21909_c0_g1_i1	
P3503_118_TRINITY_DN38816_c0_g1_i1	Q8K385
P3503_125_TRINITY_DN28900_c0_g1_i1	Q91V83
P3503_120_TRINITY_DN30936_c0_g1_i1	Q14162
P3503_120_TRINITY_DN21062_c0_g1_i1	Q8WWT9
P3503_131_TRINITY_DN39007_c0_g1_i1	P29995
P3503_117_TRINITY_DN25439_c0_g1_i1	
P3503_109_TRINITY_DN26565_c0_g1_i1	Q12888
P3503_120_TRINITY_DN20987_c1_g1_i1	Q9DE13
P3503_106_TRINITY_DN39356_c0_g1_i1	Q8C9S4
P3503_120_TRINITY_DN1193_c0_g1_i1	Q07864
P3503_118_TRINITY_DN21807_c0_g2_i1	Q5RBP9
P3503_103_TRINITY_DN21533_c0_g1_i1	P06238
P3503_106_TRINITY_DN32673_c0_g1_i1	
P3503_117_TRINITY_DN22344_c0_g1_i1	Q32NH8
P3503_103_TRINITY_DN24009_c0_g1_i1	
P3503_118_TRINITY_DN17006_c0_g1_i1	Q64318
P3503_133_TRINITY_DN15677_c0_g2_i1	
P3503_101_TRINITY_DN22602_c0_g1_i1	
P3503_125_TRINITY_DN36566_c0_g1_i1	
P3503_114_TRINITY_DN4469_c0_g1_i1	
P3503_114_TRINITY_DN28899_c0_g1_i1	
P3503_102_TRINITY_DN11842_c0_g1_i1	Q6PC60
P3503_103_TRINITY_DN20186_c0_g1_i1	Q06846
P3503_121_TRINITY_DN5898_c1_g1_i1	Q9JKK8
P3503_111_TRINITY_DN1158_c0_g1_i1	Q1WIM1
P3503_106_TRINITY_DN17962_c2_g1_i1	Q8BRH4
P3503_132_TRINITY_DN22950_c0_g1_i2	Q9YIC0
P3503_125_TRINITY_DN30402_c0_g1_i1	Q6NRT6
P3503_132_TRINITY_DN22950_c0_g1_i1	Q9YIC0
P3503_108_TRINITY_DN37777_c0_g1_i1	
P3503_114_TRINITY_DN29274_c0_g1_i1	
P3503_125_TRINITY_DN15553_c0_g3_i1	
P3503_120_TRINITY_DN34678_c0_g1_i1	
P3503_114_TRINITY_DN34139_c0_g1_i1	
P3503_123_TRINITY_DN33306_c0_g1_i1	
P3503_111_TRINITY_DN16259_c1_g2_i1	
P3503_115_TRINITY_DN17179_c0_g1_i2	Q5ZLJ4
P3503_131_TRINITY_DN7450_c0_g1_i1	
P3503_130_TRINITY_DN34032_c0_g1_i1	
P3503_111_TRINITY_DN24371_c0_g1_i1	
P3503_120_TRINITY_DN13421_c0_g1_i1	
P3503_121_TRINITY_DN21214_c3_g9_i1	
P3503_117_TRINITY_DN17513_c0_g1_i1	Q65Z40
P3503_125_TRINITY_DN16547_c0_g1_i2	
P3503_131_TRINITY_DN30183_c0_g1_i1	
P3503_125_TRINITY_DN15738_c1_g1_i1	Q9ULD4
P3503_129_TRINITY_DN39607_c0_g1_i1	
P3503_119_TRINITY_DN30581_c0_g1_i1	
P3503_119_TRINITY_DN23138_c7_g1_i1	
P3503_125_TRINITY_DN22306_c1_g8_i1	
P3503_103_TRINITY_DN20573_c2_g1_i1	P06213
P3503_119_TRINITY_DN17904_c0_g1_i1	A8C750
P3503_106_TRINITY_DN18278_c0_g3_i1	
P3503_123_TRINITY_DN26922_c0_g1_i1	
P3503_132_TRINITY_DN14133_c1_g1_i1	
P3503_113_TRINITY_DN21073_c4_g4_i2	Q6AZB8
P3503_119_TRINITY_DN22273_c0_g1_i2	P05689
P3503_113_TRINITY_DN22552_c0_g1_i1	
P3503_132_TRINITY_DN29416_c0_g1_i1	Q5RAA9
P3503_119_TRINITY_DN22440_c1_g1_i1	
P3503_120_TRINITY_DN14101_c0_g1_i1	
P3503_111_TRINITY_DN26017_c0_g1_i1	Q17QH8
P3503_101_TRINITY_DN14508_c0_g1_i1	Q6P6Z4
P3503_108_TRINITY_DN24864_c0_g1_i1	
P3503_103_TRINITY_DN21472_c2_g3_i1	
P3503_125_TRINITY_DN563_c0_g2_i1	Q921C5
P3503_115_TRINITY_DN13591_c0_g1_i1	Q8IWX8
P3503_132_TRINITY_DN23159_c0_g1_i1	
P3503_106_TRINITY_DN31397_c0_g1_i1	A5PMF6
P3503_101_TRINITY_DN18479_c1_g1_i1	Q6ZMJ4
P3503_101_TRINITY_DN19940_c0_g1_i1	Q14541
P3503_103_TRINITY_DN2007_c0_g1_i1	Q14207
P3503_123_TRINITY_DN33354_c0_g1_i1	
P3503_131_TRINITY_DN21039_c0_g1_i1	P14381
P3503_106_TRINITY_DN34971_c0_g1_i1	Q9Y239
P3503_114_TRINITY_DN4820_c0_g1_i1	Q8AWD1
P3503_121_TRINITY_DN16257_c0_g1_i2	Q60902
